post_title,post_excerpt,post_status,post_parent,menu_order,post_date,discount_type,coupon_amount,free_shipping,expiry_date,minimum_amount,maximum_amount,individual_use,exclude_sale_items,product_ids,exclude_product_ids,product_categories,exclude_product_categories,customer_email,usage_limit,usage_limit_per_user,limit_usage_to_x_items,sc_coupon_validity,validity_suffix,auto_generate_coupon,coupon_title_prefix,coupon_title_suffix,is_pick_price_of_product,sc_disable_email_restriction,sc_is_visible_storewide
"r1216585c2fcb6ce3a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6cea2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6cef5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6cf44","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6cf92","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6cfe1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d036","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d085","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d0d2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d120","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d172","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d1c0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d20e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d25a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d2ab","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d2f9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d346","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d394","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d3e6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d434","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d481","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d4cf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d51d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d56c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d5bd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d60c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d65b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d6a9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d6f7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d746","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d795","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d7e4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d833","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d883","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d8d3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d923","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d972","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6d9c1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6da10","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6da62","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dab2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6db00","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6db4f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6db9d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dbec","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dc3b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dc8a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dcd9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dd2d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dd7d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ddcd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6de1e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6de6e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6debf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6df0f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6df5f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dfaf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6dfff","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e04f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e09e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e0ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e142","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e19d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e1ee","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e243","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e29e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e2f0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e342","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e392","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e3e2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e432","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e481","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e4d1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e523","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e574","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e5c5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e617","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e669","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e6bd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e710","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e761","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e7b2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e804","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e856","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e8a9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e8fd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e94e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e99f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6e9f1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ea43","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ea99","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6eaf0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6eb42","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6eb95","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ebe7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ec38","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ec8d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ece2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ed36","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ed89","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6eddd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ee31","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ee83","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6eee2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ef3a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ef8b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6efdb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f02c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f07c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f0cd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f11e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f16f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f1c0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f210","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f260","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f2b0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f301","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f351","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f3a6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f3f8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f449","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f49e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f4ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f53f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f590","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f5e0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f631","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f682","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f6d4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f72b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f77d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f7cf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f821","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f872","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f8c5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f917","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f968","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6f9b9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fa0a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fa5c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6faae","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fb00","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fb53","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fba6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fbf8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fc4e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fca1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fcf4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fd4e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fda8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fdfb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fe4e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6feb1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6fedb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ff2e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ff81","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb6ffdd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70033","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70087","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb700db","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7012e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70183","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb701d7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7022d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
