post_title,post_excerpt,post_status,post_parent,menu_order,post_date,discount_type,coupon_amount,free_shipping,expiry_date,minimum_amount,maximum_amount,individual_use,exclude_sale_items,product_ids,exclude_product_ids,product_categories,exclude_product_categories,customer_email,usage_limit,usage_limit_per_user,limit_usage_to_x_items,sc_coupon_validity,validity_suffix,auto_generate_coupon,coupon_title_prefix,coupon_title_suffix,is_pick_price_of_product,sc_disable_email_restriction,sc_is_visible_storewide
"r1216585c2fcb742ee","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74375","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb743e8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7444c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb744ad","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7450f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74571","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb745d7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7464b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb746b3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74727","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7478f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74800","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74865","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb748c7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7492a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7498e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb749fa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74a61","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74ad0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74b5a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74bc9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74c2e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74c93","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74cfa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74d63","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74dc9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74e30","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74e9d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74f0b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74f7d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74fe5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7504a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb750b2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75119","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75180","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb751e7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7524e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb752b8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7531f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75388","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb753ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75458","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb754c5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75544","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb755b0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75619","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb756ac","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7574e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb757cf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7583f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb758ad","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75920","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7598a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb759f5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75a67","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75ad3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75b3c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75ba4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75c0c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75c75","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75ce8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75d55","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75dbf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75e29","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75e95","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75eff","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75f8d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75ffd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76068","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb760da","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7614a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb761bc","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76238","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb762a7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7632c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7639e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76409","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76474","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb764df","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76551","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb765bc","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7662b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb766a3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7670e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76786","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb767f1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76866","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb768de","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7694e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb769c8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76a4b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76ab9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76b28","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76b94","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76c08","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76c82","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76cef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76d5e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76df1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76e71","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76ee7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76f63","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb76feb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77067","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb770d4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77141","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb771ad","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77229","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7729e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77319","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7738a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77403","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77473","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb774e1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77552","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb775c7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77638","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb776ae","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77728","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7779a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77809","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77877","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb778f5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77970","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb779f8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77a71","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77ae9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77b5f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77bd9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77c64","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77cdb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77d49","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77db9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77e25","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77e91","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77efe","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77f6b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb77fd8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78046","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb780b3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78135","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb781c3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78237","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb782a5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78313","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78381","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb783ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7845e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb784da","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7855e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb785dd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78650","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb786c2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78732","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb787a3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78815","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78885","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb788f6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78968","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb789d7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78a47","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78ab6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78b26","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78b7b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78bec","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78c62","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb78cd9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"